Source,Station,Latitude,Longitude,Region,SubRegion,YearAdj,Season,Month,Date,Datetime,Chlorophyll_Sign,Chlorophyll
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Winter,2,1975-02-05,1975-02-05 15:00:00,=,1.98
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,1975,Winter,2,1975-02-05,1975-02-05 14:00:00,=,1.91
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Winter,2,1975-02-05,1975-02-05 12:00:00,=,3.46
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Winter,2,1975-02-05,1975-02-05 13:00:00,=,5.43
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Winter,2,1975-02-05,1975-02-05 14:00:00,=,2.22
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Winter,2,1975-02-05,1975-02-05 11:00:00,=,2.59
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Winter,2,1975-02-06,1975-02-06 13:00:00,=,2.1
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Winter,2,1975-02-06,1975-02-06 14:00:00,=,2.16
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Winter,2,1975-02-06,1975-02-06 15:00:00,=,2.1
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Winter,2,1975-02-06,1975-02-06 12:00:00,=,2.1
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Winter,2,1975-02-06,1975-02-06 12:00:00,=,2.28
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Winter,2,1975-02-06,1975-02-06 11:00:00,=,1.73
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Winter,2,1975-02-06,1975-02-06 13:00:00,=,2.1
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Winter,2,1975-02-06,1975-02-06 11:00:00,=,2.35
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Spring,3,1975-03-18,1975-03-18 14:00:00,=,1.85
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1975,Spring,3,1975-03-18,1975-03-18 12:00:00,=,8.34
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Spring,3,1975-03-18,1975-03-18 11:00:00,=,2.1
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Spring,3,1975-03-18,1975-03-18 08:00:00,=,8.03
EMP,P12,37.80472,-121.45,SouthCentral,Grant Line Canal and Old River,1975,Spring,3,1975-03-18,1975-03-18 10:00:00,=,8.95
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Spring,3,1975-03-18,1975-03-18 10:00:00,=,7.41
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Spring,3,1975-03-19,1975-03-19 08:00:00,=,1.42
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Spring,3,1975-03-19,1975-03-19 10:00:00,=,1.17
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Spring,3,1975-03-19,1975-03-19 11:00:00,=,1.42
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,1975,Spring,3,1975-03-19,1975-03-19 11:00:00,=,1.73
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Spring,3,1975-03-19,1975-03-19 08:00:00,=,2.1
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Spring,3,1975-03-19,1975-03-19 09:00:00,=,1.67
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Spring,3,1975-03-19,1975-03-19 11:00:00,=,1.73
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Spring,3,1975-03-19,1975-03-19 08:00:00,=,1.61
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Spring,3,1975-03-20,1975-03-20 10:00:00,=,1.48
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Spring,3,1975-03-20,1975-03-20 10:00:00,=,1.42
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Spring,3,1975-03-20,1975-03-20 11:00:00,=,1.91
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Spring,3,1975-03-20,1975-03-20 09:00:00,=,1.3
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Spring,3,1975-03-20,1975-03-20 08:00:00,=,0.86
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Spring,3,1975-03-20,1975-03-20 08:00:00,=,2.84
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Spring,3,1975-03-20,1975-03-20 07:00:00,=,1.42
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Spring,4,1975-04-01,1975-04-01 15:00:00,=,1.91
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1975,Spring,4,1975-04-01,1975-04-01 12:00:00,=,2.16
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Spring,4,1975-04-01,1975-04-01 11:00:00,=,2.22
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Spring,4,1975-04-01,1975-04-01 10:00:00,=,8.95
EMP,P12,37.80472,-121.45,SouthCentral,Grant Line Canal and Old River,1975,Spring,4,1975-04-01,1975-04-01 11:00:00,=,10.5
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Spring,4,1975-04-01,1975-04-01 09:00:00,=,12.35
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Spring,4,1975-04-02,1975-04-02 09:00:00,=,1.3
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Spring,4,1975-04-02,1975-04-02 10:00:00,=,1.67
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Spring,4,1975-04-02,1975-04-02 12:00:00,=,1.36
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,1975,Spring,4,1975-04-02,1975-04-02 11:00:00,=,1.85
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Spring,4,1975-04-02,1975-04-02 09:00:00,=,2.28
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Spring,4,1975-04-02,1975-04-02 10:00:00,=,1.73
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Spring,4,1975-04-02,1975-04-02 11:00:00,=,1.42
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Spring,4,1975-04-02,1975-04-02 08:00:00,=,1.61
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Spring,4,1975-04-03,1975-04-03 11:00:00,=,1.79
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Spring,4,1975-04-03,1975-04-03 11:00:00,=,1.61
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Spring,4,1975-04-03,1975-04-03 12:00:00,=,2.1
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Spring,4,1975-04-03,1975-04-03 10:00:00,=,1.54
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Spring,4,1975-04-03,1975-04-03 09:00:00,=,1.36
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Spring,4,1975-04-03,1975-04-03 09:00:00,=,1.73
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Spring,4,1975-04-03,1975-04-03 10:00:00,=,1.79
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Spring,4,1975-04-03,1975-04-03 08:00:00,=,1.91
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1975,Spring,4,1975-04-16,1975-04-16 11:00:00,=,3.71
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Spring,4,1975-04-16,1975-04-16 10:00:00,=,4.01
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Spring,4,1975-04-16,1975-04-16 09:00:00,=,20.07
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Spring,4,1975-04-18,1975-04-18 17:00:00,=,2.62
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Spring,4,1975-04-18,1975-04-18 10:00:00,=,32.42
EMP,P12,37.80472,-121.45,SouthCentral,Grant Line Canal and Old River,1975,Spring,4,1975-04-18,1975-04-18 12:00:00,=,55.58
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Spring,4,1975-04-22,1975-04-22 14:00:00,=,3.55
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Spring,4,1975-04-22,1975-04-22 16:00:00,=,4.01
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Spring,4,1975-04-22,1975-04-22 17:00:00,=,3.09
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,1975,Spring,4,1975-04-22,1975-04-22 16:00:00,=,4.01
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Spring,4,1975-04-22,1975-04-22 14:00:00,=,3.24
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Spring,4,1975-04-22,1975-04-22 15:00:00,=,3.4
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Spring,4,1975-04-22,1975-04-22 16:00:00,=,2.93
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Spring,4,1975-04-22,1975-04-22 13:00:00,=,3.4
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Spring,4,1975-04-23,1975-04-23 15:00:00,=,3.71
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Spring,4,1975-04-23,1975-04-23 16:00:00,=,3.86
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Spring,4,1975-04-23,1975-04-23 16:00:00,=,5.71
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Spring,4,1975-04-23,1975-04-23 14:00:00,=,5.87
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Spring,4,1975-04-23,1975-04-23 14:00:00,=,6.33
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Spring,4,1975-04-23,1975-04-23 13:00:00,=,4.79
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Spring,4,1975-04-23,1975-04-23 14:00:00,=,3.4
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Spring,4,1975-04-23,1975-04-23 13:00:00,=,3.55
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Spring,5,1975-05-01,1975-05-01 08:00:00,=,2.93
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1975,Spring,5,1975-05-01,1975-05-01 12:00:00,=,6.18
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Spring,5,1975-05-01,1975-05-01 11:00:00,=,6.64
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Spring,5,1975-05-01,1975-05-01 10:00:00,=,30.1
EMP,P12,37.80472,-121.45,SouthCentral,Grant Line Canal and Old River,1975,Spring,5,1975-05-01,1975-05-01 11:00:00,=,67.15
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Spring,5,1975-05-01,1975-05-01 10:00:00,=,40.14
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Spring,5,1975-05-07,1975-05-07 14:00:00,=,7.41
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Spring,5,1975-05-07,1975-05-07 16:00:00,=,11.73
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Spring,5,1975-05-07,1975-05-07 17:00:00,=,6.79
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,1975,Spring,5,1975-05-07,1975-05-07 16:00:00,=,11.12
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Spring,5,1975-05-07,1975-05-07 15:00:00,=,5.56
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Spring,5,1975-05-07,1975-05-07 15:00:00,=,3.09
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Spring,5,1975-05-07,1975-05-07 17:00:00,=,3.24
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Spring,5,1975-05-07,1975-05-07 14:00:00,=,7.26
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Spring,5,1975-05-08,1975-05-08 15:00:00,=,10.19
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Spring,5,1975-05-08,1975-05-08 16:00:00,=,17.75
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Spring,5,1975-05-08,1975-05-08 16:00:00,=,17.75
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Spring,5,1975-05-08,1975-05-08 15:00:00,=,14.67
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Spring,5,1975-05-08,1975-05-08 14:00:00,=,7.72
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Spring,5,1975-05-08,1975-05-08 14:00:00,=,13.28
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Spring,5,1975-05-08,1975-05-08 15:00:00,=,11.89
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Spring,5,1975-05-08,1975-05-08 13:00:00,=,9.11
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Spring,5,1975-05-15,1975-05-15 15:00:00,=,3.24
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1975,Spring,5,1975-05-15,1975-05-15 11:00:00,=,16.21
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Spring,5,1975-05-15,1975-05-15 10:00:00,=,17.75
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Spring,5,1975-05-15,1975-05-15 09:00:00,=,12.97
EMP,P12,37.80472,-121.45,SouthCentral,Grant Line Canal and Old River,1975,Spring,5,1975-05-15,1975-05-15 10:00:00,=,70.24
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Spring,5,1975-05-15,1975-05-15 09:00:00,=,40.91
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Spring,5,1975-05-21,1975-05-21 14:00:00,=,17.75
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Spring,5,1975-05-21,1975-05-21 15:00:00,=,14.51
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Spring,5,1975-05-21,1975-05-21 16:00:00,=,8.03
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,1975,Spring,5,1975-05-21,1975-05-21 15:00:00,=,16.98
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Spring,5,1975-05-21,1975-05-21 14:00:00,=,6.18
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Spring,5,1975-05-21,1975-05-21 14:00:00,=,4.01
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Spring,5,1975-05-21,1975-05-21 16:00:00,=,4.94
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Spring,5,1975-05-21,1975-05-21 13:00:00,=,9.88
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Spring,5,1975-05-22,1975-05-22 16:00:00,=,16.21
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Spring,5,1975-05-22,1975-05-22 16:00:00,=,16.98
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Spring,5,1975-05-22,1975-05-22 17:00:00,=,13.43
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Spring,5,1975-05-22,1975-05-22 15:00:00,=,28.56
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Spring,5,1975-05-22,1975-05-22 14:00:00,=,13.12
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Spring,5,1975-05-22,1975-05-22 13:00:00,=,24.7
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Spring,5,1975-05-22,1975-05-22 15:00:00,=,21.61
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Spring,5,1975-05-22,1975-05-22 13:00:00,=,13.59
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Summer,6,1975-06-03,1975-06-03 11:00:00,=,3.24
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1975,Summer,6,1975-06-03,1975-06-03 17:00:00,=,24.7
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Summer,6,1975-06-03,1975-06-03 16:00:00,=,5.09
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Summer,6,1975-06-03,1975-06-03 14:00:00,=,10.81
EMP,P12,37.80472,-121.45,SouthCentral,Grant Line Canal and Old River,1975,Summer,6,1975-06-03,1975-06-03 15:00:00,=,50.17
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Summer,6,1975-06-03,1975-06-03 14:00:00,=,33.96
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Summer,6,1975-06-17,1975-06-17 10:00:00,=,2.78
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1975,Summer,6,1975-06-17,1975-06-17 16:00:00,=,10.96
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Summer,6,1975-06-17,1975-06-17 15:00:00,=,5.09
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Summer,6,1975-06-17,1975-06-17 13:00:00,=,10.81
EMP,P12,37.80472,-121.45,SouthCentral,Grant Line Canal and Old River,1975,Summer,6,1975-06-17,1975-06-17 14:00:00,=,23.16
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Summer,6,1975-06-17,1975-06-17 14:00:00,=,15.44
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Summer,6,1975-06-18,1975-06-18 12:00:00,=,10.65
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Summer,6,1975-06-18,1975-06-18 14:00:00,=,8.65
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Summer,6,1975-06-18,1975-06-18 15:00:00,=,5.56
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,1975,Summer,6,1975-06-18,1975-06-18 14:00:00,=,9.57
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Summer,6,1975-06-18,1975-06-18 13:00:00,=,5.87
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Summer,6,1975-06-18,1975-06-18 13:00:00,=,4.48
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Summer,6,1975-06-18,1975-06-18 14:00:00,=,3.4
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Summer,6,1975-06-18,1975-06-18 12:00:00,=,9.57
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Summer,6,1975-06-19,1975-06-19 14:00:00,=,20.84
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Summer,6,1975-06-19,1975-06-19 14:00:00,=,12.35
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Summer,6,1975-06-19,1975-06-19 15:00:00,=,9.11
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Summer,6,1975-06-19,1975-06-19 13:00:00,=,13.89
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Summer,6,1975-06-19,1975-06-19 12:00:00,=,32.42
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Summer,6,1975-06-19,1975-06-19 14:00:00,=,25.47
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Summer,6,1975-06-19,1975-06-19 12:00:00,=,12.66
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Summer,7,1975-07-01,1975-07-01 10:00:00,=,4.32
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1975,Summer,7,1975-07-01,1975-07-01 15:00:00,=,8.95
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Summer,7,1975-07-01,1975-07-01 14:00:00,=,5.71
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Summer,7,1975-07-01,1975-07-01 12:00:00,=,12.35
EMP,P12,37.80472,-121.45,SouthCentral,Grant Line Canal and Old River,1975,Summer,7,1975-07-01,1975-07-01 14:00:00,=,118.87
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Summer,7,1975-07-01,1975-07-01 13:00:00,=,13.12
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Summer,7,1975-07-02,1975-07-02 11:00:00,=,11.42
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Summer,7,1975-07-02,1975-07-02 13:00:00,=,9.42
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Summer,7,1975-07-02,1975-07-02 14:00:00,=,6.02
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,1975,Summer,7,1975-07-02,1975-07-02 13:00:00,=,6.48
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Summer,7,1975-07-02,1975-07-02 12:00:00,=,8.18
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Summer,7,1975-07-02,1975-07-02 12:00:00,=,7.56
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Summer,7,1975-07-02,1975-07-02 14:00:00,=,4.32
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Summer,7,1975-07-02,1975-07-02 11:00:00,=,16.21
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Summer,7,1975-07-03,1975-07-03 13:00:00,=,23.16
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Summer,7,1975-07-03,1975-07-03 14:00:00,=,15.44
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Summer,7,1975-07-03,1975-07-03 14:00:00,=,9.73
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Summer,7,1975-07-03,1975-07-03 12:00:00,=,21.61
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Summer,7,1975-07-03,1975-07-03 12:00:00,=,7.41
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Summer,7,1975-07-03,1975-07-03 11:00:00,=,25.47
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Summer,7,1975-07-03,1975-07-03 13:00:00,=,24.7
