YearAdj,Season,Region,SVIndex,YearType,Drought,Chlorophyll
1989,Fall,North,6.13,Dry,D,0.8366666666666667
1989,Fall,SouthCentral,6.13,Dry,D,9.875833333333333
1989,Fall,Suisun Bay,6.13,Dry,D,1.3180555555555555
1990,Winter,Confluence,4.81,Critical,D,0.9120982905982906
1990,Winter,North,4.81,Critical,D,2.16
1990,Winter,SouthCentral,4.81,Critical,D,5.326666666666667
1990,Winter,Suisun Bay,4.81,Critical,D,0.86125
1990,Spring,Confluence,4.81,Critical,D,2.1717333333333335
1990,Spring,North,4.81,Critical,D,1.8783333333333334
1990,Spring,SouthCentral,4.81,Critical,D,9.859722222222222
1990,Spring,Suisun Bay,4.81,Critical,D,1.2091666666666667
1990,Summer,Confluence,4.81,Critical,D,2.642273015873016
1990,Summer,North,4.81,Critical,D,1.3166666666666667
1990,Summer,SouthCentral,4.81,Critical,D,8.828518518518518
1990,Summer,Suisun Bay,4.81,Critical,D,1.5302272727272728
1990,Fall,Confluence,4.81,Critical,D,2.034
1990,Fall,North,4.81,Critical,D,1.0333333333333334
1990,Fall,SouthCentral,4.81,Critical,D,8.295833333333334
1990,Fall,Suisun Bay,4.81,Critical,D,1.7104166666666667
1991,Winter,Confluence,4.21,Critical,D,1.3826507936507937
1991,Winter,North,4.21,Critical,D,2.48
1991,Winter,SouthCentral,4.21,Critical,D,11.001666666666667
1991,Winter,Suisun Bay,4.21,Critical,D,0.9727380952380953
1991,Spring,Confluence,4.21,Critical,D,3.1286376811594203
1991,Spring,North,4.21,Critical,D,1.6500000000000001
1991,Spring,SouthCentral,4.21,Critical,D,10.510277777777777
1991,Spring,Suisun Bay,4.21,Critical,D,1.8583333333333332
1991,Summer,Confluence,4.21,Critical,D,2.3288434782608696
1991,Summer,North,4.21,Critical,D,0.845
1991,Summer,SouthCentral,4.21,Critical,D,14.03675925925926
1991,Summer,Suisun Bay,4.21,Critical,D,1.9552777777777777
1991,Fall,Confluence,4.21,Critical,D,2.0691888888888887
1991,Fall,North,4.21,Critical,D,0.7033333333333334
1991,Fall,SouthCentral,4.21,Critical,D,10.444722222222222
1991,Fall,Suisun Bay,4.21,Critical,D,1.399861111111111
1992,Winter,Confluence,4.06,Critical,D,1.04834126984127
1992,Winter,North,4.06,Critical,D,1.3366666666666667
1992,Winter,SouthCentral,4.06,Critical,D,4.614444444444445
1992,Winter,Suisun Bay,4.06,Critical,D,1.1084722222222223
1992,Spring,Confluence,4.06,Critical,D,4.771333333333334
1992,Spring,North,4.06,Critical,D,1.3116666666666665
1992,Spring,SouthCentral,4.06,Critical,D,12.480404040404041
1992,Spring,Suisun Bay,4.06,Critical,D,2.7230555555555553
1992,Summer,Confluence,4.06,Critical,D,2.233559420289855
1992,Summer,North,4.06,Critical,D,1.1616666666666666
1992,Summer,SouthCentral,4.06,Critical,D,10.39800505050505
1992,Summer,Suisun Bay,4.06,Critical,D,1.7079696969696971
1992,Fall,Confluence,4.06,Critical,D,1.4279166666666667
1992,Fall,North,4.06,Critical,D,0.33999999999999997
1992,Fall,SouthCentral,4.06,Critical,D,4.748055555555555
1992,Fall,Suisun Bay,4.06,Critical,D,1.2216666666666667
1993,Winter,Confluence,8.54,Above Normal,N,0.956034188034188
1993,Winter,North,8.54,Above Normal,N,2.16
1993,Winter,SouthCentral,8.54,Above Normal,N,4.316
1993,Winter,Suisun Bay,8.54,Above Normal,N,1.045
1993,Spring,Confluence,8.54,Above Normal,N,9.546444444444445
1993,Spring,North,8.54,Above Normal,N,3.1133333333333333
1993,Spring,SouthCentral,8.54,Above Normal,N,15.265
1993,Spring,Suisun Bay,8.54,Above Normal,N,3.9558333333333335
1993,Summer,Confluence,8.54,Above Normal,N,5.844666666666667
1993,Summer,North,8.54,Above Normal,N,1.7033333333333334
1993,Summer,SouthCentral,8.54,Above Normal,N,11.555
1993,Summer,Suisun Bay,8.54,Above Normal,N,3.8673809523809526
1993,Fall,Confluence,8.54,Above Normal,N,1.653119658119658
1993,Fall,North,8.54,Above Normal,N,1.09
1993,Fall,SouthCentral,8.54,Above Normal,N,4.937222222222222
1993,Fall,Suisun Bay,8.54,Above Normal,N,0.7433333333333333
1994,Winter,Confluence,5.02,Critical,N,0.7751587301587302
1994,Winter,North,5.02,Critical,N,1.3633333333333333
1994,Winter,SouthCentral,5.02,Critical,N,2.434
1994,Winter,Suisun Bay,5.02,Critical,N,0.8333333333333334
1994,Spring,Confluence,5.02,Critical,N,2.798
1994,Spring,North,5.02,Critical,N,1.58
1994,Spring,SouthCentral,5.02,Critical,N,8.605555555555556
1994,Spring,Suisun Bay,5.02,Critical,N,1.6454166666666667
1994,Summer,Confluence,5.02,Critical,N,1.8306666666666667
1994,Summer,North,5.02,Critical,N,0.8975
1994,Summer,SouthCentral,5.02,Critical,N,4.998333333333333
1994,Summer,Suisun Bay,5.02,Critical,N,1.7838888888888889
1994,Fall,Confluence,5.02,Critical,N,1.0187555555555554
1994,Fall,North,5.02,Critical,N,0.49666666666666665
1994,Fall,SouthCentral,5.02,Critical,N,4.695
1994,Fall,Suisun Bay,5.02,Critical,N,1.1823611111111112
1995,Winter,Confluence,12.89,Wet,W,0.6014102564102565
1995,Winter,North,12.89,Wet,W,1.2733333333333334
1995,Winter,SouthCentral,12.89,Wet,W,1.7361111111111112
1995,Winter,Suisun Bay,12.89,Wet,W,0.7820833333333334
1995,Spring,Confluence,12.89,Wet,W,3.0650000000000004
1995,Spring,North,12.89,Wet,W,2.5566666666666666
1995,Spring,SouthCentral,12.89,Wet,W,2.8543333333333334
1995,Spring,Suisun Bay,12.89,Wet,W,4.023611111111111
1995,Summer,Confluence,12.89,Wet,W,2.1554700854700855
1995,Summer,North,12.89,Wet,W,1.15
1995,Summer,SouthCentral,12.89,Wet,W,5.189555555555556
1995,Summer,Suisun Bay,12.89,Wet,W,2.9366666666666665
1995,Fall,Confluence,12.89,Wet,W,1.483029304029304
1995,Fall,North,12.89,Wet,W,1.28
1995,Fall,SouthCentral,12.89,Wet,W,2.1016666666666666
1995,Fall,Suisun Bay,12.89,Wet,W,1.3825
1996,Winter,Confluence,10.26,Wet,W,1.015074074074074
1996,Winter,North,10.26,Wet,W,1.99
1996,Winter,SouthCentral,10.26,Wet,W,1.3900000000000001
1996,Winter,Suisun Bay,10.26,Wet,W,0.8171428571428571
1996,Spring,Confluence,10.26,Wet,W,2.2935185185185185
1996,Spring,North,10.26,Wet,W,2.61
1996,Spring,SouthCentral,10.26,Wet,W,3.6033333333333335
1996,Spring,Suisun Bay,10.26,Wet,W,2.362857142857143
1996,Summer,Confluence,10.26,Wet,W,1.9253333333333333
1996,Summer,North,10.26,Wet,W,1.88
1996,Summer,SouthCentral,10.26,Wet,W,4.46
1996,Summer,Suisun Bay,10.26,Wet,W,1.55
1996,Fall,Confluence,10.26,Wet,W,1.3742121212121212
1996,Fall,North,10.26,Wet,W,3.0366666666666666
1996,Fall,SouthCentral,10.26,Wet,W,2.727777777777778
1996,Fall,Suisun Bay,10.26,Wet,W,1.3485714285714288
1997,Winter,Confluence,10.82,Wet,W,1.2789166666666667
1997,Winter,North,10.82,Wet,W,2.1033333333333335
1997,Winter,SouthCentral,10.82,Wet,W,1.7666666666666666
1997,Winter,Suisun Bay,10.82,Wet,W,1.2219047619047618
1997,Spring,Confluence,10.82,Wet,W,3.071888888888889
1997,Spring,North,10.82,Wet,W,6.18
1997,Spring,SouthCentral,10.82,Wet,W,10.684444444444445
1997,Spring,Suisun Bay,10.82,Wet,W,2.264747474747475
1997,Summer,Confluence,10.82,Wet,W,2.02
1997,Summer,North,10.82,Wet,W,2.1666666666666665
1997,Summer,SouthCentral,10.82,Wet,W,2.6033333333333335
1997,Summer,Suisun Bay,10.82,Wet,W,1.6452380952380952
1997,Fall,Confluence,10.82,Wet,W,1.8023333333333333
1997,Fall,North,10.82,Wet,W,1.0733333333333333
1997,Fall,SouthCentral,10.82,Wet,W,2.8511111111111114
1997,Fall,Suisun Bay,10.82,Wet,W,1.5929365079365079
1998,Winter,Confluence,13.31,Wet,W,0.8967777777777778
1998,Winter,North,13.31,Wet,W,1.35
1998,Winter,SouthCentral,13.31,Wet,W,1.1133333333333333
1998,Winter,Suisun Bay,13.31,Wet,W,1.0503174603174603
1998,Spring,Confluence,13.31,Wet,W,3.626583333333333
1998,Spring,North,13.31,Wet,W,1.6366666666666667
1998,Spring,SouthCentral,13.31,Wet,W,6.935555555555555
1998,Spring,Suisun Bay,13.31,Wet,W,3.862857142857143
1998,Summer,Confluence,13.31,Wet,W,2.5033333333333334
1998,Summer,North,13.31,Wet,W,2.0833333333333335
1998,Summer,SouthCentral,13.31,Wet,W,5.561111111111111
1998,Summer,Suisun Bay,13.31,Wet,W,2.7495238095238097
1998,Fall,Confluence,13.31,Wet,W,3.1148148148148147
1998,Fall,North,13.31,Wet,W,1.36
1998,Fall,SouthCentral,13.31,Wet,W,5.2555555555555555
1998,Fall,Suisun Bay,13.31,Wet,W,2.0607142857142855
1999,Winter,Confluence,9.8,Wet,W,1.5675000000000001
1999,Winter,North,9.8,Wet,W,2
1999,Winter,SouthCentral,9.8,Wet,W,3.5833333333333335
1999,Winter,Suisun Bay,9.8,Wet,W,1.6247619047619046
1999,Spring,Confluence,9.8,Wet,W,2.953968253968254
1999,Spring,North,9.8,Wet,W,2.7366666666666664
1999,Spring,SouthCentral,9.8,Wet,W,8.235555555555555
1999,Spring,Suisun Bay,9.8,Wet,W,4.477777777777778
1999,Summer,Confluence,9.8,Wet,W,2.67475
1999,Summer,North,9.8,Wet,W,2.5433333333333334
1999,Summer,SouthCentral,9.8,Wet,W,12.051139657444006
1999,Summer,Suisun Bay,9.8,Wet,W,2.78984126984127
1999,Fall,Confluence,9.8,Wet,W,2.1210168350168352
1999,Fall,North,9.8,Wet,W,1.6
1999,Fall,SouthCentral,9.8,Wet,W,6.0911033411033415
1999,Fall,Suisun Bay,9.8,Wet,W,1.9319047619047618
2000,Winter,Confluence,8.94,Above Normal,W,1.4092592592592592
2000,Winter,North,8.94,Above Normal,W,1.5550000000000002
2000,Winter,SouthCentral,8.94,Above Normal,W,2.3144444444444443
2000,Winter,Suisun Bay,8.94,Above Normal,W,1.5965079365079364
2000,Spring,Confluence,8.94,Above Normal,W,2.7375555555555557
2000,Spring,North,8.94,Above Normal,W,3.46
2000,Spring,SouthCentral,8.94,Above Normal,W,6.436997711399711
2000,Spring,Suisun Bay,8.94,Above Normal,W,8.939761904761905
2000,Summer,Confluence,8.94,Above Normal,W,2.39825
2000,Summer,North,8.94,Above Normal,W,3.1533333333333333
2000,Summer,SouthCentral,8.94,Above Normal,W,22.612349582784365
2000,Summer,Suisun Bay,8.94,Above Normal,W,1.5366666666666666
2000,Fall,Confluence,8.94,Above Normal,W,2.3986666666666667
2000,Fall,North,8.94,Above Normal,W,1.8166666666666667
2000,Fall,SouthCentral,8.94,Above Normal,W,17.380085638998683
2000,Fall,Suisun Bay,8.94,Above Normal,W,1.4276190476190476
2001,Winter,Confluence,5.76,Dry,D,1.2230158730158731
2001,Winter,North,5.76,Dry,D,3
2001,Winter,SouthCentral,5.76,Dry,D,5.218944444444444
2001,Winter,Suisun Bay,5.76,Dry,D,1.4287157287157288
2001,Spring,Confluence,5.76,Dry,D,3.3996666666666666
2001,Spring,North,5.76,Dry,D,3.4633333333333334
2001,Spring,SouthCentral,5.76,Dry,D,9.853079490557752
2001,Spring,Suisun Bay,5.76,Dry,D,1.786190476190476
2001,Summer,Confluence,5.76,Dry,D,2.684111111111111
2001,Summer,North,5.76,Dry,D,2.93
2001,Summer,SouthCentral,5.76,Dry,D,22.01951558959974
2001,Summer,Suisun Bay,5.76,Dry,D,2.1906349206349205
2001,Fall,Confluence,5.76,Dry,D,1.914925925925926
2001,Fall,North,5.76,Dry,D,2.4466666666666668
2001,Fall,SouthCentral,5.76,Dry,D,10.392028985507245
2001,Fall,Suisun Bay,5.76,Dry,D,1.638095238095238
2002,Winter,Confluence,6.35,Dry,D,1.4563333333333333
2002,Winter,North,6.35,Dry,D,3.776666666666667
2002,Winter,SouthCentral,6.35,Dry,D,2.9294444444444445
2002,Winter,Suisun Bay,6.35,Dry,D,1.207936507936508
2002,Spring,Confluence,6.35,Dry,D,6.078333333333333
2002,Spring,North,6.35,Dry,D,3.0833333333333335
2002,Spring,SouthCentral,6.35,Dry,D,17.660469916556874
2002,Spring,Suisun Bay,6.35,Dry,D,4.855238095238095
2002,Summer,Confluence,6.35,Dry,D,3.807666666666667
2002,Summer,North,6.35,Dry,D,2.7
2002,Summer,SouthCentral,6.35,Dry,D,41.452331545266325
2002,Summer,Suisun Bay,6.35,Dry,D,2.0601587301587303
2002,Fall,Confluence,6.35,Dry,D,2.0423333333333336
2002,Fall,North,6.35,Dry,D,2.16
2002,Fall,SouthCentral,6.35,Dry,D,19.519561971458774
2002,Fall,Suisun Bay,6.35,Dry,D,1.8171428571428572
2003,Winter,Confluence,8.21,Above Normal,N,1.2833333333333332
2003,Winter,North,8.21,Above Normal,N,1.6033333333333335
2003,Winter,SouthCentral,8.21,Above Normal,N,4.713611111111112
2003,Winter,Suisun Bay,8.21,Above Normal,N,1.6085714285714285
2003,Spring,Confluence,8.21,Above Normal,N,4.093740740740741
2003,Spring,North,8.21,Above Normal,N,3.1566666666666667
2003,Spring,SouthCentral,8.21,Above Normal,N,27.741450026581603
